"date","age_group","deaths_boost_vac_rate_7ma","deaths_full_vac_rate_7ma","deaths_not_full_vac_rate_7ma"
2022-06-17,"ALL",0.03,0.01,0.01
2022-06-18,"0-4yrs",0.00,0.00,0.00
2022-06-18,"5-11yrs",0.00,0.00,0.00
2022-06-18,"12-17yrs",0.00,0.00,0.00
2022-06-18,"18-39yrs",0.00,0.00,0.00
2022-06-18,"40-59yrs",0.00,0.01,0.00
2022-06-18,"60+",0.09,0.03,0.38
2022-06-18,"ALL",0.03,0.01,0.01
2022-06-19,"0-4yrs",0.00,0.00,0.00
2022-06-19,"5-11yrs",0.00,0.00,0.00
2022-06-19,"12-17yrs",0.00,0.00,0.00
2022-06-19,"18-39yrs",0.00,0.00,0.00
2022-06-19,"40-59yrs",0.00,0.01,0.00
2022-06-19,"60+",0.09,0.00,0.19
2022-06-19,"ALL",0.03,0.00,0.01
2022-06-20,"0-4yrs",0.00,0.00,0.00
2022-06-20,"5-11yrs",0.00,0.00,0.00
2022-06-20,"12-17yrs",0.00,0.00,0.00
2022-06-20,"18-39yrs",0.00,0.00,0.00
2022-06-20,"40-59yrs",0.00,0.00,0.00
2022-06-20,"60+",0.08,0.00,0.00
2022-06-20,"ALL",0.03,0.00,0.00
2022-06-21,"0-4yrs",0.00,0.00,0.00
2022-06-21,"5-11yrs",0.00,0.00,0.00
2022-06-21,"12-17yrs",0.00,0.00,0.00
2022-06-21,"18-39yrs",0.00,0.00,0.00
2022-06-21,"40-59yrs",0.00,0.00,0.00
2022-06-21,"60+",0.08,0.00,0.00
2022-06-21,"ALL",0.03,0.00,0.00
2022-06-22,"0-4yrs",0.00,0.00,0.00
2022-06-22,"5-11yrs",0.00,0.00,0.00
2022-06-22,"12-17yrs",0.00,0.00,0.00
2022-06-22,"18-39yrs",0.00,0.00,0.00
2022-06-22,"40-59yrs",0.00,0.00,0.00
2022-06-22,"60+",0.07,0.06,0.00
2022-06-22,"ALL",0.03,0.01,0.00
2022-06-23,"0-4yrs",0.00,0.00,0.00
2022-06-23,"5-11yrs",0.00,0.00,0.00
2022-06-23,"12-17yrs",0.00,0.00,0.00
2022-06-23,"18-39yrs",0.00,0.00,0.00
2022-06-23,"40-59yrs",0.00,0.00,0.00
2022-06-23,"60+",0.08,0.08,0.20
2022-06-23,"ALL",0.03,0.01,0.01
2022-06-24,"0-4yrs",0.00,0.00,0.00
2022-06-24,"5-11yrs",0.00,0.00,0.00
2022-06-24,"12-17yrs",0.00,0.00,0.00
2022-06-24,"18-39yrs",0.00,0.00,0.00
2022-06-24,"40-59yrs",0.00,0.01,0.03
2022-06-24,"60+",0.07,0.11,0.20
2022-06-24,"ALL",0.03,0.02,0.01
2022-06-25,"0-4yrs",0.00,0.00,0.00
2022-06-25,"5-11yrs",0.00,0.00,0.00
2022-06-25,"12-17yrs",0.00,0.00,0.00
2022-06-25,"18-39yrs",0.00,0.00,0.00
2022-06-25,"40-59yrs",0.00,0.01,0.03
2022-06-25,"60+",0.06,0.14,0.20
2022-06-25,"ALL",0.02,0.02,0.01
2022-06-26,"0-4yrs",0.00,0.00,0.00
2022-06-26,"5-11yrs",0.00,0.00,0.00
2022-06-26,"12-17yrs",0.00,0.00,0.00
2022-06-26,"18-39yrs",0.00,0.00,0.00
2022-06-26,"40-59yrs",0.00,0.01,0.03
2022-06-26,"60+",0.08,0.17,0.41
2022-06-26,"ALL",0.03,0.02,0.02
2022-06-27,"0-4yrs",0.00,0.00,0.00
2022-06-27,"5-11yrs",0.00,0.00,0.00
2022-06-27,"12-17yrs",0.00,0.00,0.00
2022-06-27,"18-39yrs",0.00,0.00,0.00
2022-06-27,"40-59yrs",0.01,0.01,0.03
2022-06-27,"60+",0.09,0.17,0.62
2022-06-27,"ALL",0.04,0.02,0.02
2022-06-28,"0-4yrs",0.00,0.00,0.00
2022-06-28,"5-11yrs",0.00,0.00,0.00
2022-06-28,"12-17yrs",0.00,0.00,0.00
2022-06-28,"18-39yrs",0.00,0.00,0.00
2022-06-28,"40-59yrs",0.01,0.01,0.03
2022-06-28,"60+",0.11,0.22,0.62
2022-06-28,"ALL",0.04,0.03,0.02
2022-06-29,"0-4yrs",0.00,0.00,0.00
2022-06-29,"5-11yrs",0.00,0.00,0.00
2022-06-29,"12-17yrs",0.00,0.00,0.00
2022-06-29,"18-39yrs",0.00,0.00,0.00
2022-06-29,"40-59yrs",0.01,0.01,0.03
2022-06-29,"60+",0.12,0.22,0.62
2022-06-29,"ALL",0.05,0.03,0.02
2022-06-30,"0-4yrs",0.00,0.00,0.00
2022-06-30,"5-11yrs",0.00,0.00,0.00
2022-06-30,"12-17yrs",0.00,0.00,0.00
2022-06-30,"18-39yrs",0.00,0.00,0.00
2022-06-30,"40-59yrs",0.01,0.01,0.03
2022-06-30,"60+",0.11,0.25,0.42
2022-06-30,"ALL",0.04,0.03,0.02
2022-07-01,"0-4yrs",0.00,0.00,0.00
2022-07-01,"5-11yrs",0.00,0.00,0.00
2022-07-01,"12-17yrs",0.00,0.00,0.00
2022-07-01,"18-39yrs",0.00,0.00,0.00
2022-07-01,"40-59yrs",0.01,0.00,0.00
2022-07-01,"60+",0.12,0.25,0.42
2022-07-01,"ALL",0.05,0.03,0.01
2022-07-02,"0-4yrs",0.00,0.00,0.00
2022-07-02,"5-11yrs",0.00,0.00,0.00
2022-07-02,"12-17yrs",0.00,0.00,0.00
2022-07-02,"18-39yrs",0.00,0.00,0.00
2022-07-02,"40-59yrs",0.01,0.00,0.00
2022-07-02,"60+",0.13,0.22,0.42
2022-07-02,"ALL",0.06,0.02,0.01
2022-07-03,"0-4yrs",0.00,0.00,0.00
2022-07-03,"5-11yrs",0.00,0.00,0.00
2022-07-03,"12-17yrs",0.00,0.00,0.00
2022-07-03,"18-39yrs",0.00,0.00,0.00
2022-07-03,"40-59yrs",0.01,0.00,0.00
2022-07-03,"60+",0.12,0.19,0.21
2022-07-03,"ALL",0.05,0.02,0.01
2022-07-04,"0-4yrs",0.00,0.00,0.00
2022-07-04,"5-11yrs",0.00,0.00,0.00
2022-07-04,"12-17yrs",0.00,0.00,0.00
2022-07-04,"18-39yrs",0.00,0.00,0.00
2022-07-04,"40-59yrs",0.01,0.01,0.00
2022-07-04,"60+",0.13,0.22,0.43
2022-07-04,"ALL",0.05,0.03,0.01
2022-07-05,"0-4yrs",0.00,0.00,0.00
2022-07-05,"5-11yrs",0.00,0.00,0.00
2022-07-05,"12-17yrs",0.00,0.00,0.00
2022-07-05,"18-39yrs",0.00,0.00,0.00
2022-07-05,"40-59yrs",0.01,0.01,0.00
2022-07-05,"60+",0.12,0.17,0.43
2022-07-05,"ALL",0.05,0.02,0.01
2022-07-06,"0-4yrs",0.00,0.00,0.00
2022-07-06,"5-11yrs",0.00,0.00,0.00
2022-07-06,"12-17yrs",0.00,0.00,0.00
2022-07-06,"18-39yrs",0.00,0.00,0.00
2022-07-06,"40-59yrs",0.01,0.01,0.00
2022-07-06,"60+",0.12,0.11,0.64
2022-07-06,"ALL",0.05,0.02,0.02
2022-07-07,"0-4yrs",0.00,0.00,0.00
2022-07-07,"5-11yrs",0.00,0.00,0.00
2022-07-07,"12-17yrs",0.00,0.00,0.00
2022-07-07,"18-39yrs",0.00,0.00,0.00
2022-07-07,"40-59yrs",0.01,0.01,0.00
2022-07-07,"60+",0.12,0.06,0.64
2022-07-07,"ALL",0.05,0.01,0.02
2022-07-08,"0-4yrs",0.00,0.00,0.00
2022-07-08,"5-11yrs",0.00,0.00,0.00
2022-07-08,"12-17yrs",0.00,0.00,0.00
2022-07-08,"18-39yrs",0.00,0.00,0.00
2022-07-08,"40-59yrs",0.01,0.01,0.00
2022-07-08,"60+",0.12,0.03,0.64
2022-07-08,"ALL",0.05,0.01,0.02
2022-07-09,"0-4yrs",0.00,0.00,0.00
2022-07-09,"5-11yrs",0.00,0.00,0.00
2022-07-09,"12-17yrs",0.00,0.00,0.00
2022-07-09,"18-39yrs",0.00,0.00,0.00
2022-07-09,"40-59yrs",0.01,0.01,0.00
2022-07-09,"60+",0.13,0.06,0.86
2022-07-09,"ALL",0.05,0.01,0.02
2022-07-10,"0-4yrs",0.00,0.00,0.00
2022-07-10,"5-11yrs",0.00,0.00,0.00
2022-07-10,"12-17yrs",0.00,0.00,0.00
2022-07-10,"18-39yrs",0.00,0.00,0.00
2022-07-10,"40-59yrs",0.01,0.01,0.03
2022-07-10,"60+",0.12,0.11,0.86
2022-07-10,"ALL",0.05,0.02,0.03
2022-07-11,"0-4yrs",0.00,0.00,0.00
2022-07-11,"5-11yrs",0.00,0.00,0.00
2022-07-11,"12-17yrs",0.00,0.00,0.00
2022-07-11,"18-39yrs",0.00,0.00,0.00
2022-07-11,"40-59yrs",0.01,0.00,0.03
2022-07-11,"60+",0.10,0.08,0.44
2022-07-11,"ALL",0.04,0.01,0.02
2022-07-12,"0-4yrs",0.00,0.00,0.00
2022-07-12,"5-11yrs",0.00,0.00,0.00
2022-07-12,"12-17yrs",0.00,0.00,0.00
2022-07-12,"18-39yrs",0.00,0.00,0.00
2022-07-12,"40-59yrs",0.01,0.00,0.03
2022-07-12,"60+",0.09,0.08,0.44
2022-07-12,"ALL",0.04,0.01,0.02
2022-07-13,"0-4yrs",0.00,0.00,0.00
2022-07-13,"5-11yrs",0.00,0.00,0.00
2022-07-13,"12-17yrs",0.00,0.00,0.00
2022-07-13,"18-39yrs",0.00,0.00,0.00
2022-07-13,"40-59yrs",0.01,0.00,0.03
2022-07-13,"60+",0.11,0.08,0.47
2022-07-13,"ALL",0.04,0.01,0.02
2022-07-14,"0-4yrs",0.00,0.00,0.00
2022-07-14,"5-11yrs",0.00,0.00,0.00
2022-07-14,"12-17yrs",0.00,0.00,0.00
2022-07-14,"18-39yrs",0.00,0.00,0.00
2022-07-14,"40-59yrs",0.01,0.00,0.03
2022-07-14,"60+",0.12,0.08,0.47
2022-07-14,"ALL",0.05,0.01,0.02
2022-07-15,"0-4yrs",0.00,0.00,0.00
2022-07-15,"5-11yrs",0.00,0.00,0.00
2022-07-15,"12-17yrs",0.00,0.00,0.00
2022-07-15,"18-39yrs",0.00,0.00,0.00
2022-07-15,"40-59yrs",0.01,0.00,0.03
2022-07-15,"60+",0.12,0.08,0.47
2022-07-15,"ALL",0.05,0.01,0.02
2022-07-16,"0-4yrs",0.00,0.00,0.00
2022-07-16,"5-11yrs",0.00,0.00,0.00
2022-07-16,"12-17yrs",0.00,0.00,0.00
2022-07-16,"18-39yrs",0.00,0.00,0.00
2022-07-16,"40-59yrs",0.01,0.00,0.03
2022-07-16,"60+",0.14,0.06,0.51
2022-07-16,"ALL",0.06,0.01,0.02
2022-07-17,"0-4yrs",0.00,0.00,0.02
2022-07-17,"5-11yrs",0.00,0.00,0.00
2022-07-17,"12-17yrs",0.00,0.00,0.00
2022-07-17,"18-39yrs",0.00,0.00,0.00
2022-07-17,"40-59yrs",0.01,0.00,0.00
2022-07-17,"60+",0.18,0.00,0.51
2022-07-17,"ALL",0.07,0.00,0.02
2022-07-18,"0-4yrs",0.00,0.00,0.02
2022-07-18,"5-11yrs",0.00,0.00,0.00
2022-07-18,"12-17yrs",0.00,0.00,0.00
2022-07-18,"18-39yrs",0.00,0.00,0.00
2022-07-18,"40-59yrs",0.01,0.00,0.00
2022-07-18,"60+",0.20,0.00,1.30
2022-07-18,"ALL",0.08,0.00,0.03
2022-07-19,"0-4yrs",0.00,0.00,0.02
2022-07-19,"5-11yrs",0.00,0.00,0.00
2022-07-19,"12-17yrs",0.00,0.00,0.00
2022-07-19,"18-39yrs",0.00,0.00,0.00
2022-07-19,"40-59yrs",0.01,0.00,0.00
2022-07-19,"60+",0.22,0.06,2.10
2022-07-19,"ALL",0.09,0.01,0.05
2022-07-20,"0-4yrs",0.00,0.00,0.02
2022-07-20,"5-11yrs",0.00,0.00,0.00
2022-07-20,"12-17yrs",0.00,0.00,0.00
2022-07-20,"18-39yrs",0.00,0.00,0.00
2022-07-20,"40-59yrs",0.01,0.00,0.00
2022-07-20,"60+",0.23,0.11,1.85
2022-07-20,"ALL",0.10,0.01,0.04
2022-07-21,"0-4yrs",0.00,0.00,0.02
2022-07-21,"5-11yrs",0.00,0.00,0.00
2022-07-21,"12-17yrs",0.00,0.00,0.00
2022-07-21,"18-39yrs",0.01,0.00,0.00
2022-07-21,"40-59yrs",0.01,0.00,0.00
2022-07-21,"60+",0.24,0.11,2.12
2022-07-21,"ALL",0.10,0.01,0.05
2022-07-22,"0-4yrs",0.00,0.00,0.02
2022-07-22,"5-11yrs",0.00,0.00,0.00
2022-07-22,"12-17yrs",0.00,0.00,0.00
2022-07-22,"18-39yrs",0.01,0.00,0.00
2022-07-22,"40-59yrs",0.01,0.00,0.00
2022-07-22,"60+",0.24,0.11,2.66
2022-07-22,"ALL",0.10,0.01,0.06
2022-07-23,"0-4yrs",0.00,0.00,0.02
2022-07-23,"5-11yrs",0.00,0.00,0.00
2022-07-23,"12-17yrs",0.00,0.00,0.00
2022-07-23,"18-39yrs",0.01,0.00,0.00
2022-07-23,"40-59yrs",0.01,0.00,0.00
2022-07-23,"60+",0.24,0.11,2.68
2022-07-23,"ALL",0.10,0.01,0.06
2022-07-24,"0-4yrs",0.00,0.00,0.00
2022-07-24,"5-11yrs",0.00,0.00,0.00
2022-07-24,"12-17yrs",0.00,0.00,0.00
2022-07-24,"18-39yrs",0.01,0.00,0.00
2022-07-24,"40-59yrs",0.01,0.00,0.00
2022-07-24,"60+",0.25,0.17,2.68
2022-07-24,"ALL",0.11,0.02,0.05
2022-07-25,"0-4yrs",0.00,0.00,0.00
2022-07-25,"5-11yrs",0.00,0.00,0.00
2022-07-25,"12-17yrs",0.00,0.00,0.00
2022-07-25,"18-39yrs",0.01,0.00,0.00
2022-07-25,"40-59yrs",0.01,0.00,0.00
2022-07-25,"60+",0.28,0.28,2.11
2022-07-25,"ALL",0.12,0.03,0.04
2022-07-26,"0-4yrs",0.00,0.00,0.00
2022-07-26,"5-11yrs",0.00,0.00,0.00
2022-07-26,"12-17yrs",0.00,0.00,0.00
2022-07-26,"18-39yrs",0.01,0.00,0.00
2022-07-26,"40-59yrs",0.02,0.00,0.00
2022-07-26,"60+",0.27,0.31,1.78
2022-07-26,"ALL",0.12,0.03,0.04
2022-07-27,"0-4yrs",0.00,0.00,0.00
2022-07-27,"5-11yrs",0.00,0.00,0.00
2022-07-27,"12-17yrs",0.00,0.00,0.00
2022-07-27,"18-39yrs",0.01,0.00,0.00
2022-07-27,"40-59yrs",0.01,0.00,0.00
2022-07-27,"60+",0.27,0.31,1.78
2022-07-27,"ALL",0.11,0.03,0.04
2022-07-28,"0-4yrs",0.00,0.00,0.00
2022-07-28,"5-11yrs",0.00,0.00,0.00
2022-07-28,"12-17yrs",0.00,0.00,0.00
2022-07-28,"18-39yrs",0.00,0.00,0.00
2022-07-28,"40-59yrs",0.01,0.00,0.00
2022-07-28,"60+",0.29,0.40,1.74
2022-07-28,"ALL",0.12,0.04,0.04
2022-07-29,"0-4yrs",0.00,0.00,0.00
2022-07-29,"5-11yrs",0.00,0.00,0.00
2022-07-29,"12-17yrs",0.00,0.00,0.00
2022-07-29,"18-39yrs",0.00,0.00,0.00
2022-07-29,"40-59yrs",0.01,0.00,0.03
2022-07-29,"60+",0.32,0.42,1.67
2022-07-29,"ALL",0.13,0.05,0.04
2022-07-30,"0-4yrs",0.00,0.00,0.00
2022-07-30,"5-11yrs",0.00,0.00,0.00
2022-07-30,"12-17yrs",0.00,0.00,0.00
2022-07-30,"18-39yrs",0.00,0.00,0.00
2022-07-30,"40-59yrs",0.01,0.00,0.03
2022-07-30,"60+",0.32,0.45,1.63
2022-07-30,"ALL",0.13,0.05,0.04
2022-07-31,"0-4yrs",0.00,0.00,0.00
2022-07-31,"5-11yrs",0.00,0.00,0.00
2022-07-31,"12-17yrs",0.00,0.00,0.00
2022-07-31,"18-39yrs",0.00,0.00,0.00
2022-07-31,"40-59yrs",0.01,0.00,0.03
2022-07-31,"60+",0.32,0.40,1.63
2022-07-31,"ALL",0.13,0.04,0.04
2022-08-01,"0-4yrs",0.00,0.00,0.00
2022-08-01,"5-11yrs",0.00,0.00,0.00
2022-08-01,"12-17yrs",0.00,0.00,0.00
2022-08-01,"18-39yrs",0.00,0.00,0.00
2022-08-01,"40-59yrs",0.01,0.00,0.03
2022-08-01,"60+",0.34,0.28,2.12
2022-08-01,"ALL",0.14,0.03,0.05
2022-08-02,"0-4yrs",0.00,0.00,0.00
2022-08-02,"5-11yrs",0.00,0.00,0.00
2022-08-02,"12-17yrs",0.00,0.00,0.00
2022-08-02,"18-39yrs",0.00,0.00,0.00
2022-08-02,"40-59yrs",0.00,0.01,0.03
2022-08-02,"60+",0.36,0.26,2.14
2022-08-02,"ALL",0.14,0.03,0.05
2022-08-03,"0-4yrs",0.00,0.00,0.00
2022-08-03,"5-11yrs",0.00,0.00,0.00
2022-08-03,"12-17yrs",0.00,0.00,0.00
2022-08-03,"18-39yrs",0.00,0.00,0.00
2022-08-03,"40-59yrs",0.00,0.01,0.03
2022-08-03,"60+",0.38,0.26,2.87
2022-08-03,"ALL",0.15,0.03,0.07
2022-08-04,"0-4yrs",0.00,0.00,0.00
2022-08-04,"5-11yrs",0.00,0.00,0.00
2022-08-04,"12-17yrs",0.00,0.00,0.00
2022-08-04,"18-39yrs",0.00,0.00,0.00
2022-08-04,"40-59yrs",0.00,0.01,0.03
2022-08-04,"60+",0.38,0.20,2.88
2022-08-04,"ALL",0.15,0.02,0.07
2022-08-05,"0-4yrs",0.00,0.00,0.00
2022-08-05,"5-11yrs",0.00,0.00,0.00
2022-08-05,"12-17yrs",0.00,0.00,0.00
2022-08-05,"18-39yrs",0.00,0.00,0.00
2022-08-05,"40-59yrs",0.00,0.01,0.00
2022-08-05,"60+",0.38,0.20,2.91
2022-08-05,"ALL",0.15,0.02,0.07
2022-08-06,"0-4yrs",0.00,0.00,0.00
2022-08-06,"5-11yrs",0.00,0.00,0.00
2022-08-06,"12-17yrs",0.00,0.00,0.00
2022-08-06,"18-39yrs",0.00,0.00,0.00
2022-08-06,"40-59yrs",0.01,0.01,0.00
2022-08-06,"60+",0.40,0.34,2.92
2022-08-06,"ALL",0.16,0.04,0.07
2022-08-07,"0-4yrs",0.00,0.00,0.00
2022-08-07,"5-11yrs",0.00,0.00,0.00
2022-08-07,"12-17yrs",0.00,0.00,0.00
2022-08-07,"18-39yrs",0.00,0.00,0.00
2022-08-07,"40-59yrs",0.01,0.01,0.00
2022-08-07,"60+",0.41,0.40,3.67
2022-08-07,"ALL",0.17,0.05,0.08
2022-08-08,"0-4yrs",0.00,0.00,0.00
2022-08-08,"5-11yrs",0.00,0.00,0.00
2022-08-08,"12-17yrs",0.00,0.00,0.00
2022-08-08,"18-39yrs",0.00,0.00,0.00
2022-08-08,"40-59yrs",0.01,0.02,0.00
2022-08-08,"60+",0.35,0.40,3.20
2022-08-08,"ALL",0.14,0.05,0.07
2022-08-09,"0-4yrs",0.00,0.00,0.00
2022-08-09,"5-11yrs",0.00,0.00,0.00
2022-08-09,"12-17yrs",0.00,0.00,0.00
2022-08-09,"18-39yrs",0.00,0.00,0.00
2022-08-09,"40-59yrs",0.01,0.01,0.00
2022-08-09,"60+",0.35,0.34,3.23
2022-08-09,"ALL",0.14,0.04,0.07
2022-08-10,"0-4yrs",0.00,0.00,0.00
2022-08-10,"5-11yrs",0.00,0.00,0.00
2022-08-10,"12-17yrs",0.00,0.00,0.00
2022-08-10,"18-39yrs",0.00,0.00,0.00
2022-08-10,"40-59yrs",0.01,0.01,0.00
2022-08-10,"60+",0.32,0.29,3.01
2022-08-10,"ALL",0.13,0.03,0.07
2022-08-11,"0-4yrs",0.00,0.00,0.00
2022-08-11,"5-11yrs",0.00,0.00,0.00
2022-08-11,"12-17yrs",0.00,0.00,0.00
2022-08-11,"18-39yrs",0.00,0.00,0.00
2022-08-11,"40-59yrs",0.01,0.01,0.00
2022-08-11,"60+",0.30,0.29,2.77
2022-08-11,"ALL",0.12,0.03,0.06
2022-08-12,"0-4yrs",0.00,0.00,0.00
2022-08-12,"5-11yrs",0.00,0.00,0.00
2022-08-12,"12-17yrs",0.00,0.00,0.00
2022-08-12,"18-39yrs",0.00,0.00,0.00
2022-08-12,"40-59yrs",0.01,0.01,0.00
2022-08-12,"60+",0.29,0.29,2.54
2022-08-12,"ALL",0.12,0.03,0.05
2022-08-13,"0-4yrs",0.00,0.00,0.00
2022-08-13,"5-11yrs",0.00,0.00,0.00
2022-08-13,"12-17yrs",0.00,0.00,0.00
2022-08-13,"18-39yrs",0.00,0.00,0.00
2022-08-13,"40-59yrs",0.00,0.01,0.00
2022-08-13,"60+",0.29,0.11,2.55
2022-08-13,"ALL",0.12,0.02,0.05
2022-08-14,"0-4yrs",0.00,0.00,0.00
2022-08-14,"5-11yrs",0.00,0.00,0.00
2022-08-14,"12-17yrs",0.00,0.00,0.00
2022-08-14,"18-39yrs",0.00,0.00,0.00
2022-08-14,"40-59yrs",0.00,0.01,0.03
2022-08-14,"60+",0.27,0.09,1.80
2022-08-14,"ALL",0.11,0.01,0.04
2022-08-15,"0-4yrs",0.00,0.00,0.00
2022-08-15,"5-11yrs",0.00,0.00,0.00
2022-08-15,"12-17yrs",0.00,0.00,0.00
2022-08-15,"18-39yrs",0.00,0.00,0.00
2022-08-15,"40-59yrs",0.00,0.00,0.03
2022-08-15,"60+",0.26,0.14,1.54
2022-08-15,"ALL",0.10,0.02,0.04
2022-08-16,"0-4yrs",0.00,0.00,0.00
2022-08-16,"5-11yrs",0.00,0.00,0.00
2022-08-16,"12-17yrs",0.00,0.00,0.00
2022-08-16,"18-39yrs",0.00,0.00,0.00
2022-08-16,"40-59yrs",0.00,0.01,0.03
2022-08-16,"60+",0.23,0.17,1.84
2022-08-16,"ALL",0.09,0.02,0.04
2022-08-17,"0-4yrs",0.00,0.00,0.00
2022-08-17,"5-11yrs",0.00,0.00,0.00
2022-08-17,"12-17yrs",0.00,0.00,0.00
2022-08-17,"18-39yrs",0.00,0.00,0.00
2022-08-17,"40-59yrs",0.00,0.01,0.03
2022-08-17,"60+",0.24,0.17,2.40
2022-08-17,"ALL",0.10,0.02,0.05
2022-08-18,"0-4yrs",0.00,0.00,0.00
2022-08-18,"5-11yrs",0.00,0.00,0.00
2022-08-18,"12-17yrs",0.00,0.00,0.00
2022-08-18,"18-39yrs",0.00,0.00,0.00
2022-08-18,"40-59yrs",0.00,0.01,0.03
2022-08-18,"60+",0.25,0.23,2.68
2022-08-18,"ALL",0.10,0.03,0.06
2022-08-19,"0-4yrs",0.00,0.00,0.00
2022-08-19,"5-11yrs",0.00,0.00,0.00
2022-08-19,"12-17yrs",0.00,0.00,0.00
2022-08-19,"18-39yrs",0.00,0.00,0.00
2022-08-19,"40-59yrs",0.01,0.01,0.03
2022-08-19,"60+",0.24,0.23,3.51
2022-08-19,"ALL",0.10,0.03,0.08
2022-08-20,"0-4yrs",0.00,0.00,0.00
2022-08-20,"5-11yrs",0.00,0.00,0.00
2022-08-20,"12-17yrs",0.00,0.00,0.00
2022-08-20,"18-39yrs",0.00,0.00,0.00
2022-08-20,"40-59yrs",0.01,0.01,0.03
2022-08-20,"60+",0.23,0.26,3.25
2022-08-20,"ALL",0.09,0.03,0.07
2022-08-21,"0-4yrs",0.00,0.00,0.00
2022-08-21,"5-11yrs",0.00,0.00,0.00
2022-08-21,"12-17yrs",0.00,0.00,0.00
2022-08-21,"18-39yrs",0.00,0.00,0.00
2022-08-21,"40-59yrs",0.01,0.01,0.00
2022-08-21,"60+",0.23,0.32,3.53
2022-08-21,"ALL",0.10,0.04,0.07
2022-08-22,"0-4yrs",0.00,0.00,0.00
2022-08-22,"5-11yrs",0.00,0.00,0.00
2022-08-22,"12-17yrs",0.00,0.00,0.00
2022-08-22,"18-39yrs",0.00,0.00,0.00
2022-08-22,"40-59yrs",0.01,0.01,0.03
2022-08-22,"60+",0.27,0.32,3.81
2022-08-22,"ALL",0.11,0.04,0.08
2022-08-23,"0-4yrs",0.00,0.00,0.00
2022-08-23,"5-11yrs",0.00,0.00,0.00
2022-08-23,"12-17yrs",0.00,0.00,0.00
2022-08-23,"18-39yrs",0.00,0.00,0.00
2022-08-23,"40-59yrs",0.01,0.00,0.03
2022-08-23,"60+",0.33,0.37,3.00
2022-08-23,"ALL",0.14,0.04,0.07
2022-08-24,"0-4yrs",0.00,0.00,0.00
2022-08-24,"5-11yrs",0.00,0.00,0.00
2022-08-24,"12-17yrs",0.00,0.00,0.00
2022-08-24,"18-39yrs",0.00,0.00,0.00
2022-08-24,"40-59yrs",0.01,0.00,0.03
2022-08-24,"60+",0.36,0.37,1.92
2022-08-24,"ALL",0.15,0.04,0.04
2022-08-25,"0-4yrs",0.00,0.00,0.00
2022-08-25,"5-11yrs",0.00,0.00,0.00
2022-08-25,"12-17yrs",0.00,0.00,0.00
2022-08-25,"18-39yrs",0.00,0.00,0.00
2022-08-25,"40-59yrs",0.01,0.00,0.03
2022-08-25,"60+",0.34,0.32,2.23
2022-08-25,"ALL",0.14,0.03,0.05
2022-08-26,"0-4yrs",0.00,0.00,0.00
2022-08-26,"5-11yrs",0.00,0.00,0.00
2022-08-26,"12-17yrs",0.00,0.00,0.00
2022-08-26,"18-39yrs",0.00,0.00,0.00
2022-08-26,"40-59yrs",0.00,0.00,0.03
2022-08-26,"60+",0.34,0.32,2.00
2022-08-26,"ALL",0.14,0.03,0.04
2022-08-27,"0-4yrs",0.00,0.00,0.00
2022-08-27,"5-11yrs",0.00,0.00,0.00
2022-08-27,"12-17yrs",0.00,0.00,0.00
2022-08-27,"18-39yrs",0.00,0.00,0.00
2022-08-27,"40-59yrs",0.00,0.00,0.03
2022-08-27,"60+",0.35,0.32,2.59
2022-08-27,"ALL",0.14,0.03,0.05
2022-08-28,"0-4yrs",0.00,0.00,0.00
2022-08-28,"5-11yrs",0.00,0.00,0.00
2022-08-28,"12-17yrs",0.00,0.00,0.00
2022-08-28,"18-39yrs",0.00,0.00,0.00
2022-08-28,"40-59yrs",0.00,0.00,0.03
2022-08-28,"60+",0.35,0.29,2.90
2022-08-28,"ALL",0.14,0.03,0.06
2022-08-29,"0-4yrs",0.00,0.00,0.00
2022-08-29,"5-11yrs",0.00,0.00,0.00
2022-08-29,"12-17yrs",0.00,0.00,0.00
2022-08-29,"18-39yrs",0.00,0.00,0.00
2022-08-29,"40-59yrs",0.00,0.00,0.00
2022-08-29,"60+",0.33,0.26,3.51
2022-08-29,"ALL",0.13,0.03,0.07
2022-08-30,"0-4yrs",0.00,0.00,0.00
2022-08-30,"5-11yrs",0.00,0.00,0.00
2022-08-30,"12-17yrs",0.00,0.00,0.00
2022-08-30,"18-39yrs",0.00,0.00,0.00
2022-08-30,"40-59yrs",0.00,0.00,0.00
2022-08-30,"60+",0.30,0.20,3.81
2022-08-30,"ALL",0.12,0.02,0.07
2022-08-31,"0-4yrs",0.00,0.00,0.00
2022-08-31,"5-11yrs",0.00,0.00,0.00
2022-08-31,"12-17yrs",0.00,0.00,0.00
2022-08-31,"18-39yrs",0.00,0.00,0.00
2022-08-31,"40-59yrs",0.00,0.00,0.00
2022-08-31,"60+",0.28,0.23,4.11
2022-08-31,"ALL",0.11,0.02,0.08
2022-09-01,"0-4yrs",0.00,0.00,0.00
2022-09-01,"5-11yrs",0.00,0.00,0.00
2022-09-01,"12-17yrs",0.00,0.00,0.00
2022-09-01,"18-39yrs",0.00,0.00,0.00
2022-09-01,"40-59yrs",0.00,0.00,0.00
2022-09-01,"60+",0.28,0.20,3.53
2022-09-01,"ALL",0.11,0.02,0.07
2022-09-02,"0-4yrs",0.00,0.00,0.00
2022-09-02,"5-11yrs",0.00,0.00,0.00
2022-09-02,"12-17yrs",0.00,0.00,0.00
